Master.Protein.Accessions	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20
P49588	0	0	0	0	0	0	0	0	4e+06	0	0	0	0	1.8e+07	26200000	91300000	32500000	142400000	1.8e+07	115900000
P49589	0	0	0	0	0	0	0	7400000	0	0	0	0	6300000	87800000	203600000	264200000	288700000	333300000	194300000	2.22e+08
P49590	0	0	0	0	0	0	0	0	0	3800000	0	0	0	0	0	0	0	0	0	0
P49591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e+07	1.7e+07	2e+07	9400000	1.8e+07
P49736	0	0	0	0	0	0	0	0	0	0	0	0	1900000	0	0	4500000	6700000	1.3e+07	0	1.3e+07
P49748	0	0	0	0	0	0	0	0	1.24e+08	110400000	35700000	7700000	0	0	0	0	0	0	0	0
P49750	0	0	0	0	0	0	0	0	2500000	0	5200000	21500000	2.12e+08	2.82e+08	1.79e+08	73100000	2.7e+07	20100000	0	2.3e+07
P49756	0	0	0	0	0	0	0	0	53900000	12100000	5900000	8200000	4.42e+08	1023100000	636300000	458100000	2.25e+08	8.8e+07	32400000	66700000
P49757	0	0	1700000	0	0	0	0	17500000	0	4200000	4400000	0	0	0	0	0	0	0	0	0
P49790	0	0	0	0	0	0	0	0	0	0	0	22500000	370900000	308500000	77500000	0	0	0	0	0
P49792	0	0	0	0	0	0	0	2300000	1.6e+07	11900000	0	25900000	165300000	2.14e+08	2.7e+07	5600000	0	0	0	0
P49841	0	0	0	0	0	0	0	4500000	11800000	5e+06	0	0	0	4800000	9800000	0	0	0	0	0
P49915	0	0	0	0	0	0	0	2700000	9900000	0	0	0	2e+07	4.7e+07	24500000	32800000	5e+07	74900000	41500000	82600000
P50213	0	0	0	0	0	0	0	0	5.3e+07	17300000	9400000	0	0	0	0	0	0	0	0	0
P50281	0	0	2.2e+07	0	0	0	0	5700000	0	0	0	0	0	0	0	0	0	0	0	0
P50336	0	0	0	0	0	0	0	0	0	3300000	0	0	0	0	0	0	0	0	0	0
P50395	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e+07	19500000	19200000	5.7e+07	155900000	69400000	82400000
P50402	0	0	1.1e+07	9e+06	0	7200000	1.3e+07	4.2e+07	6.9e+07	0	3.2e+07	21100000	2.8e+07	2.7e+07	0	1.2e+07	0	0	0	0
P50454	0	0	2.38e+08	137700000	12300000	117900000	153700000	380300000	960300000	978100000	429800000	372200000	127900000	95700000	2e+07	0	1.9e+07	0	2.5e+07	21200000
P50479	0	0	3600000	3600000	0	5900000	3800000	59400000	7.9e+08	400800000	187900000	72800000	5.4e+07	0	2.7e+07	1.9e+07	5900000	34200000	6500000	22700000
P50552	0	0	0	0	0	2e+06	0	0	3.6e+07	0	0	1.2e+07	6800000	14300000	13700000	1e+07	1.1e+07	17100000	3500000	0
P50748	0	0	0	0	0	0	0	0	0	0	0	0	0	9800000	1.3e+07	0	0	1.4e+07	1e+07	4.5e+07
P50750	0	0	0	0	0	0	0	0	0	0	0	4e+06	1e+07	3.1e+07	36200000	7200000	2.7e+07	0	0	0
P50851	0	0	6600000	9500000	3900000	15200000	5e+06	19700000	0	0	0	0	0	2600000	0	0	0	0	0	0
P50895	0	0	25100000	12900000	0	3e+06	2900000	1900000	2900000	0	0	0	0	0	0	0	0	0	0	0
P50897	0	890000	15600000	5640000	1600000	4300000	2600000	0	0	6900000	0	0	5800000	0	0	0	0	0	0	0
P50914	0	0	8100000	6200000	0	0	0	3.8e+07	6200000	3.8e+07	4e+07	32200000	0	1.02e+08	171500000	2.95e+08	430300000	117300000	5.5e+07	1.19e+08
P50990	0	0	36500000	16600000	1400000	11700000	11900000	21300000	81500000	39500000	1.5e+07	1.7e+07	3.3e+07	141300000	376700000	4.56e+08	384400000	592200000	238300000	474300000
P50991	0	0	2400000	0	0	0	0	0	0	0	0	0	0	3.2e+07	25400000	2.2e+07	52900000	152300000	38100000	107900000
P50995	0	0	0	0	0	0	0	0	1.6e+07	7400000	7700000	2600000	0	18700000	0	9900000	0	38400000	28700000	8e+06
P51114	0	0	5300000	0	0	0	1600000	4500000	4.9e+07	1.7e+07	0	0	5e+06	3700000	45800000	6.2e+07	62500000	55200000	7800000	12100000
P51116	0	0	0	0	0	0	0	0	27100000	0	0	0	0	0	5100000	1.38e+08	46900000	6700000	4400000	9600000
P51148	0	0	88900000	20700000	4900000	1.1e+07	5200000	39100000	1.2e+07	1.5e+07	0	11500000	0	8400000	0	0	0	0	0	0
P51149	0	0	16800000	15200000	0	8e+06	9400000	11200000	7800000	4500000	2500000	0	0	0	0	0	0	0	0	0
P51153	0	0	1.6e+07	5400000	2100000	4400000	2300000	1.1e+07	28900000	8700000	0	0	0	0	0	0	0	0	0	0
P51398	0	0	0	0	0	0	0	0	2900000	0	0	0	0	0	0	0	0	0	0	0
P51532	0	0	0	0	0	0	0	0	0	0	0	1300000	1.8e+07	0	2.8e+07	0	0	0	0	0
P51570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9200000	0	4700000
P51571	0	0	0	0	0	0	0	0	0	0	2700000	0	0	0	0	0	0	0	0	0
P51610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7400000	0	5400000	4900000	2400000
P51659	0	0	0	0	0	0	0	0	18100000	5900000	2600000	23200000	0	0	0	0	0	0	0	0
P51784	0	0	0	670000	0	0	0	0	2e+06	0	0	0	0	0	0	0	0	0	1500000	16400000
P51797	0	0	14500000	21300000	6500000	19400000	3200000	0	0	0	0	0	0	0	0	0	0	0	0	0
P51798	0	0	9200000	0	2800000	17500000	5500000	17400000	0	0	0	0	0	0	0	0	0	0	0	0
P51858	0	0	0	0	0	0	0	0	0	8700000	0	9700000	5.7e+07	18100000	3.7e+07	26100000	1.4e+07	0	0	0
P51991	0	0	0	0	0	0	0	37300000	253600000	2.91e+08	1.46e+08	343100000	845800000	1789400000	2271700000	1780400000	622600000	576200000	233100000	739600000
P52209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9e+06	9e+07	28600000	26400000
P52272	0	0	2.1e+07	0	0	2500000	7e+06	48400000	499600000	522900000	265200000	7.95e+08	2453700000	3.473e+09	5208300000	4150700000	1518800000	1016300000	345600000	808700000
P52292	0	0	1.2e+07	5200000	0	770000	0	0	31900000	6300000	5840000	10300000	6.7e+07	217300000	8.6e+07	74200000	55800000	53700000	17600000	51700000
P52294	0	0	0	0	0	0	0	0	1.4e+07	1.2e+07	0	0	0	0	0	0	0	0	0	0
P52306	0	0	0	0	0	0	0	0	0	3900000	0	0	0	0	0	0	1.2e+07	16800000	5700000	0
P52480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e+06	0	0	0	1.9e+07
P52565	0	0	0	0	0	0	0	0	0	0	0	2.6e+07	0	1.5e+07	2.2e+07	3.2e+07	0	0	0	0
P52594	0	0	0	3e+06	0	0	4700000	0	0	1e+07	5e+06	0	0	0	0	0	0	0	0	0
P52597	0	0	30300000	0	0	0	0	60400000	5.39e+08	2.92e+08	260400000	338300000	1255100000	3900600000	3111600000	2.341e+09	1168500000	7.97e+08	3.56e+08	1000900000
P52701	0	0	0	0	0	0	0	0	0	2.3e+07	1.5e+07	2.7e+07	169900000	189800000	8.1e+07	42800000	102700000	155600000	67400000	81600000
P52732	0	0	0	0	0	0	0	5e+06	2.5e+07	16400000	0	0	0	18800000	30900000	5600000	32900000	35700000	25100000	2.2e+07
P52789	0	0	0	0	0	0	0	0	1.1e+07	0	0	0	0	0	0	0	0	0	0	0
P52907	0	0	0	0	0	0	0	0	8400000	12300000	0	0	0	0	0	8200000	0	8500000	0	0
P52943	0	0	0	0	0	0	0	0	2.2e+07	0	0	0	0	0	7200000	0	0	0	0	0
P52948	0	0	0	0	0	0	0	3700000	36800000	17500000	5e+06	16900000	189200000	366700000	44100000	1.3e+07	6900000	0	0	4800000
P53396	0	0	7500000	0	0	0	0	8900000	1.2e+07	0	0	0	0	0	5200000	4.5e+07	9.2e+07	85900000	71400000	1.04e+08
P53618	0	0	89180000	28100000	11800000	46300000	34180000	105200000	123600000	11400000	0	21500000	1.3e+07	2.56e+08	30100000	1.2e+07	41500000	4e+06	26400000	8e+07
P53621	0	0	273580000	171700000	23740000	127500000	92150000	282400000	2.17e+08	119500000	65900000	63400000	46600000	177900000	164300000	73700000	185200000	169400000	80400000	1.71e+08
P53985	0	0	2800000	3600000	0	0	0	1.9e+07	2.5e+07	5600000	0	0	0	0	0	0	0	0	0	0
P53992	0	0	17800000	32500000	12840000	127200000	128700000	238200000	1.73e+08	9.3e+07	80500000	83900000	1.6e+07	0	2.4e+07	1.3e+07	1.69e+08	213200000	57600000	209400000
P53999	0	0	0	0	0	0	0	0	0	0	0	0	2.37e+08	255300000	61100000	2.2e+07	0	2e+07	0	0
P54098	0	0	0	0	0	0	0	0	1.2e+07	1.4e+07	0	0	0	0	0	0	0	0	0	0
P54136	0	0	0	0	0	0	0	0	0	0	0	0	0	9400000	3e+07	66800000	110800000	102700000	26800000	150500000
P54274	0	0	0	0	0	0	0	0	0	0	0	0	0	9e+06	0	0	0	0	0	0
P54289	0	0	91100000	46700000	0	0	16370000	15400000	12800000	51300000	1e+07	8700000	0	0	0	6600000	0	0	0	0
P54577	0	0	0	0	0	0	0	0	0	0	0	1.9e+07	0	77500000	1.08e+08	1.15e+08	162100000	182300000	47500000	110500000
P54727	0	0	0	0	0	0	0	0	5900000	0	12500000	0	0	0	1.9e+07	24100000	0	1.7e+07	0	9900000
P54760	0	0	1200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54819	0	0	0	0	0	0	0	0	1.7e+07	0	0	0	0	0	0	0	0	5500000	0	0
P54886	0	0	4300000	0	0	0	0	0	462900000	347500000	4.8e+07	28300000	0	3300000	0	0	0	0	0	0
P55010	0	0	0	0	0	0	0	0	3600000	0	0	0	0	0	1.1e+07	2300000	0	12700000	0	0
P55011	0	5500000	117300000	49600000	1.4e+07	62900000	58600000	1.66e+08	3.97e+08	4.17e+08	129700000	59700000	0	0	0	0	0	0	0	0
P55036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5e+07	9900000	11700000	2700000	0
P55060	0	0	20900000	6900000	0	4300000	9e+06	68900000	105900000	67800000	2.9e+07	43400000	1.19e+08	2.78e+08	214800000	1.23e+08	225300000	233600000	104800000	250040000
P55072	0	0	2800000	0	0	0	1900000	23700000	1.09e+08	78100000	2e+07	3.4e+07	54800000	1.02e+08	1.11e+08	4e+07	102400000	9.9e+07	45200000	1.11e+08
P55084	0	0	0	0	0	0	0	0	258400000	137600000	45500000	12300000	1.6e+07	0	0	0	0	0	0	0
P55196	0	0	74900000	17750000	4700000	9e+06	9700000	44100000	308200000	158400000	58800000	2.3e+07	1100000	2600000	0	0	0	0	0	0
P55209	0	0	5300000	2800000	1500000	3600000	0	2900000	16100000	0	10500000	64300000	8.3e+07	5.9e+07	4.7e+07	2.1e+07	8e+06	8100000	0	1.8e+07
P55265	0	0	0	0	0	0	0	0	45400000	6600000	4e+06	7500000	1.14e+08	421600000	243200000	2.58e+08	54300000	28400000	15500000	31800000
P55268	0	0	0	0	0	0	0	0	0	6300000	0	0	0	0	0	0	0	0	0	0
P55735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3300000	1900000	0
P55786	0	0	0	0	0	0	0	0	3200000	0	0	0	0	0	0	14400000	22900000	79200000	33800000	124300000
P55795	0	0	0	0	0	0	0	0	0	0	0	2.5e+07	37900000	187500000	2.62e+08	1.4e+07	0	0	0	0
P55884	0	0	0	0	0	0	0	0	2700000	0	0	1.4e+07	8900000	1.2e+07	72600000	104200000	24800000	35400000	1.1e+07	28400000
P56182	0	0	0	0	0	0	0	0	0	0	0	0	6300000	2.5e+07	37900000	0	0	0	0	0
P56192	0	0	0	0	0	0	0	0	3200000	0	0	0	0	7300000	10500000	40400000	4.3e+07	22600000	9e+06	15900000
P56537	0	0	0	0	0	0	0	0	0	0	6600000	0	9400000	0	0	2.1e+07	3.2e+07	52400000	2.3e+07	0
P57678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7e+07	34200000	10500000	0	0	13300000
P57721	0	0	0	0	0	0	0	0	5100000	0	0	0	0	0	0	0	0	0	0	0
P57723	0	0	0	0	0	0	0	0	0	0	0	0	1400000	6900000	0	0	0	0	0	0
P57737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e+06	4800000	5700000	17800000
P57740	0	0	0	0	0	0	0	0	8500000	2900000	11800000	38800000	91100000	152400000	0	8900000	4600000	0	0	4600000
P57764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12200000	0	6200000
P58107	0	0	4.6e+07	3.2e+07	0	0	2600000	4e+07	664800000	3.3e+08	186400000	9.7e+07	0	0	1e+08	4.6e+07	0	1e+08	1.2e+07	1.44e+08
P60228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5100000	1.6e+07	0	5700000	0	3300000
P60468	0	0	0	0	0	0	0	4.8e+07	7.9e+07	5.6e+07	26800000	5500000	0	0	0	0	0	0	0	0
P60660	0	0	1.1e+07	20600000	6700000	7500000	2.6e+07	6.9e+07	267600000	202100000	1.03e+08	3.5e+07	3e+07	5.1e+07	4.5e+07	54900000	25600000	47900000	2.5e+07	1.9e+07
P60842	0	0	0	0	0	0	0	0	0	0	0	5900000	0	0	0	5.5e+07	2.8e+07	5e+07	0	3.8e+07
P60866	0	0	0	0	0	0	0	7400000	1.2e+07	0	6400000	0	7e+06	0	2.7e+07	1.63e+08	1.55e+08	9.7e+07	4.3e+07	7.3e+07
P60900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4500000	6100000	0	6900000	0	0
P61019	0	0	17800000	16300000	4400000	14600000	0	17900000	0	0	0	0	0	0	0	0	0	0	0	0
P61020	0	0	9700000	13900000	0	3200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61026	0	3900000	46800000	9200000	2e+07	2.5e+07	2.5e+07	8800000	57700000	43200000	0	7e+05	0	0	0	0	0	4800000	0	0
P61106	0	0	59700000	93200000	44400000	26900000	26300000	3700000	4.5e+07	20200000	11900000	5e+06	0	0	0	0	0	0	0	0
P61158	0	0	0	0	0	0	0	0	4300000	0	0	0	0	0	8e+06	0	0	0	0	5e+06
P61221	0	0	990000	0	0	0	0	0	4300000	0	0	0	0	8400000	3.2e+07	16400000	8700000	44600000	9900000	18400000
P61247	0	0	0	0	0	0	0	0	0	1.9e+07	0	1100000	0	0	0	5e+07	129500000	7e+07	1.2e+07	0
P61251	0	0	0	0	0	0	0	0	0	6300000	4700000	0	3100000	0	3.7e+07	6e+07	8.6e+07	7.3e+07	0	7.1e+07
P61256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e+07	0	0	0
P61313	0	0	0	0	0	0	0	2.1e+07	0	0	0	0	0	8900000	6.4e+07	1.94e+08	139100000	27500000	0	34700000
P61353	0	0	6100000	2900000	0	0	0	5300000	62400000	59900000	3.8e+07	3.4e+07	8.4e+07	1.94e+08	2.14e+08	388500000	6.38e+08	2.61e+08	91100000	1.56e+08
P61604	0	0	0	0	0	0	0	0	8.8e+07	1.26e+08	20600000	0	0	0	0	0	0	0	0	0
P61758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6200000	4e+06	10700000	0	0
P61979	0	0	3.4e+07	18600000	0	7300000	10800000	94400000	471400000	462600000	397600000	658900000	2785900000	7.055e+09	5.587e+09	3076800000	1627900000	1217900000	646600000	1.273e+09
P61981	0	0	0	0	0	0	0	0	3.1e+07	2e+07	1.4e+07	1.7e+07	2e+07	2.2e+07	2e+07	2.3e+07	1.7e+07	0	1.2e+07	0
P62081	0	0	0	0	0	0	0	0	3e+06	0	0	0	0	0	0	4.2e+07	4e+07	58700000	0	1.2e+07
P62136	0	0	0	0	0	1900000	3200000	12200000	1.7e+07	20100000	8300000	3500000	0	0	0	9500000	19200000	9400000	5600000	0
P62140	0	0	3100000	0	0	2.6e+07	0	0	0	0	0	0	0	3.1e+07	2.3e+07	2.6e+07	9400000	1.2e+07	0	1.6e+07
P62191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900000	0
P62195	0	0	0	0	0	0	0	0	0	0	0	2e+06	0	5100000	0	0	0	0	0	0
P62241	0	0	0	5700000	0	2700000	5700000	38700000	105600000	3.2e+07	4e+06	23500000	7.9e+07	135700000	367100000	6.32e+08	723100000	2.87e+08	134900000	213300000
P62249	0	0	0	0	0	0	0	0	0	0	0	0	16700000	2.7e+07	47700000	4.4e+07	1.1e+07	5900000	2100000	4400000
P62258	0	0	5900000	0	0	3500000	2200000	0	8800000	7100000	6600000	0	1.3e+07	1.4e+07	0	0	0	0	0	0
P62266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1e+07	2.8e+07	0	0	0
P62269	0	0	0	0	0	0	0	0	0	6e+06	0	0	0	0	0	2e+08	1.57e+08	8e+07	1.7e+07	1.8e+07
P62277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9e+07	0	0	0	0
P62280	0	0	22700000	3600000	0	4900000	1200000	2.3e+07	52700000	16100000	6800000	0	0	2.7e+07	1.55e+08	3.41e+08	3.48e+08	1.86e+08	4.3e+07	43900000
P62318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7e+07	0	0	1.3e+07	0	5500000
P62328	0	0	0	0	0	0	0	0	0	0	0	0	0	6900000	0	0	0	1.2e+07	0	0
P62333	0	0	920000	0	0	0	830000	0	9400000	0	2200000	0	0	0	0	0	0	28900000	1.2e+07	28500000
P62424	0	0	18500000	2500000	0	0	1500000	30900000	3.9e+07	4.9e+07	45800000	4.1e+07	8400000	1.21e+08	214200000	615900000	3.93e+08	2.54e+08	65200000	1.11e+08
P62631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2e+07	0	0
P62633	0	0	0	0	0	0	0	1.2e+07	0	5900000	0	0	0	0	1.49e+08	1.68e+08	3.8e+07	1e+07	0	29900000
P62704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6200000	1.9e+07	3900000	2e+07	0	0
P62750	0	0	2300000	0	0	0	0	9680000	44200000	2.6e+07	2.7e+07	8500000	7.6e+07	8.5e+07	9.9e+07	332900000	209800000	198600000	44900000	51400000
P62753	0	0	2800000	6100000	0	0	3100000	42500000	74500000	5210000	8100000	2800000	24300000	1.5e+07	193600000	8.04e+08	542300000	277700000	6.9e+07	2.12e+08
P62806	0	0	0	0	0	0	0	0	0	0	0	4.7e+07	2.7e+08	7.83e+08	3.7e+07	13300000	1.1e+07	0	0	0
P62820	0	0	3600000	0	0	0	0	0	0	0	0	4700000	0	0	0	0	0	0	0	0
P62825	0	0	0	0	0	0	0	0	0	0	3100000	3400000	3.2e+07	147700000	5.3e+07	79100000	38800000	1.28e+08	41500000	59800000
P62829	0	0	0	0	0	0	0	0	3700000	0	0	0	0	1.8e+07	4.5e+07	52400000	4.4e+07	6600000	0	1.2e+08
P62841	0	0	0	0	0	0	0	0	8500000	3e+07	0	3e+07	0	0	1.75e+08	1731400000	1.259e+09	490900000	0	9.7e+07
P62847	0	0	2300000	0	0	0	0	3600000	5e+07	5.5e+07	27200000	1.7e+07	0	0	76300000	1.063e+09	793200000	3.06e+08	3.6e+07	127600000
P62851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e+07	103500000	1.06e+08	4.5e+07	1.2e+07	7900000
P62861	0	0	0	0	0	0	0	0	0	0	5200000	0	0	0	2.9e+07	1.74e+08	193600000	7.4e+07	2.4e+07	1.9e+07
P62873	0	0	4800000	4300000	0	0	0	6700000	1.5e+07	5200000	0	0	0	0	0	0	0	0	0	0
P62879	0	0	4.2e+07	3600000	0	7100000	3100000	2800000	3.5e+07	8700000	0	0	0	0	0	0	0	0	0	0
P62899	0	0	0	0	0	0	0	0	1.3e+07	0	0	950000	0	0	0	2.8e+08	2.29e+08	4.8e+07	14400000	3.1e+07
P62906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1e+07	3.1e+07	28300000	1e+07	0
P62910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3e+07	7200000	0	0	1.4e+07
P62913	0	0	0	0	0	0	0	0	0	0	0	0	0	9e+06	1.6e+07	6.1e+07	1.8e+07	2.1e+07	0	19700000
P62917	0	4600000	3.06e+08	2e+08	50500000	1.92e+08	9.5e+07	731400000	1.789e+09	1.028e+09	8.37e+08	2.95e+08	754300000	1.461e+09	2.309e+09	7517200000	8270100000	3027200000	1.388e+09	1571700000
P62937	0	0	42300000	21500000	0	24100000	1.5e+07	28900000	133400000	51300000	14400000	69100000	68200000	1.75e+08	210600000	4.02e+08	2.21e+08	6.43e+08	1.51e+08	215100000
P62995	0	0	0	0	0	0	0	1.2e+07	183600000	189500000	138800000	126400000	382300000	1245700000	1.217e+09	1.12e+09	6.63e+08	261900000	140400000	2.07e+08
P63001	0	0	0	0	0	0	0	0	3300000	0	0	0	0	0	0	0	0	1.5e+07	0	0
P63010	0	0	11300000	2700000	3800000	17100000	12700000	48400000	156800000	9e+06	1.8e+07	12300000	1.1e+07	9500000	3e+06	0	1.1e+07	0	4400000	3700000
P63104	0	0	42600000	31240000	5e+06	19900000	2.1e+07	7.6e+07	1.3e+08	8e+07	28900000	1.75e+08	1.25e+08	1.05e+08	1.12e+08	1.81e+08	1.26e+08	1.88e+08	72260000	1.03e+08
P63151	0	0	1.1e+07	0	0	0	0	0	0	0	0	0	0	0	9200000	0	1.5e+07	0	1.5e+07	42900000
P63165	0	0	0	0	0	0	0	0	0	0	0	5100000	2.3e+07	0	1.3e+07	0	0	0	0	0
P63167	0	0	0	0	0	0	0	0	0	4600000	0	0	0	0	0	1.2e+07	0	0	0	0
P63208	0	0	0	0	0	0	0	0	0	0	0	0	0	6800000	0	0	7e+06	0	0	3800000
P63241	0	0	0	0	0	0	0	5100000	1e+07	4100000	0	0	0	1.9e+07	1.6e+07	0	3.8e+07	5.4e+07	18600000	5.1e+07
P63244	0	0	6500000	0	0	0	0	9300000	54900000	1.2e+07	21800000	12440000	0	23700000	67700000	260100000	415800000	424100000	125300000	248500000
P67809	0	0	81200000	74900000	22600000	4e+07	92700000	743700000	1732800000	1724200000	936200000	727400000	472400000	599800000	3775900000	11127800000	5974130000	2.557e+09	1.068e+09	1015700000
P67936	0	0	0	0	0	0	0	0	4800000	0	0	0	0	0	0	0	0	0	0	0
P68036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7500000	2200000	3200000
P68366	0	0	6e+05	0	0	0	2500000	0	0	0	0	0	0	0	0	1900000	0	0	0	0
P68371	0	0	69500000	3.9e+07	0	4.7e+07	3.1e+07	124800000	1.8e+08	1.2e+08	8.6e+07	7.3e+07	6.1e+07	1.6e+08	0	1.9e+08	1.7e+08	5.7e+07	6.8e+07	6.5e+07
P78324	0	0	2900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P78332	0	0	0	0	0	0	0	0	0	0	0	0	5.3e+07	4e+07	3200000	1.8e+07	0	0	0	0
P78344	0	0	0	0	0	0	0	0	1.4e+07	0	6e+06	0	0	0	15300000	47800000	1.6e+07	28500000	0	17800000
P78357	0	0	8700000	1700000	0	2300000	1700000	2.1e+07	0	0	0	0	0	0	0	0	0	0	0	0
P78362	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e+07	43300000	5.5e+07	28800000	6800000	2100000	0
P78371	0	0	35700000	18400000	0	0	2600000	1.5e+07	22500000	0	1e+07	0	6800000	7.1e+07	232400000	3.72e+08	244800000	4.01e+08	152130000	287100000
P78527	0	0	7.5e+07	15370000	0	6500000	9600000	93200000	353900000	279500000	181400000	695600000	3659900000	8565700000	3731100000	1440900000	1859100000	1359700000	735600000	1872900000
P78536	0	0	24200000	18600000	0	7700000	0	3e+07	3.1e+07	3.6e+07	1.6e+07	1.1e+07	1.1e+07	0	0	0	0	0	0	0
P78559	0	0	0	0	0	0	2e+06	0	27400000	0	3600000	4900000	20800000	17400000	6200000	2900000	0	2300000	0	1e+06
P80303	0	0	12300000	0	0	2900000	0	4100000	0	8600000	4e+06	0	0	0	0	0	0	0	0	0
P82094	0	0	51600000	1.6e+07	0	30800000	21900000	14500000	0	0	0	0	0	0	0	0	0	0	0	0
P82675	0	0	0	0	0	0	0	0	0	1.4e+07	0	0	0	0	0	0	0	0	0	0
P82932	0	0	0	0	0	0	0	0	0	9900000	0	0	0	0	0	0	0	0	0	0
P82933	0	0	0	0	0	0	0	0	9200000	0	0	0	0	0	0	0	0	0	0	0
P82970	0	0	20900000	3100000	6300000	7700000	0	2.9e+07	112300000	85200000	186900000	237900000	1.27e+08	8.3e+07	4200000	9.4e+07	95600000	3.4e+07	21600000	3600000
P83731	0	0	2700000	0	0	0	0	23200000	110400000	3.3e+07	3e+07	2.6e+07	9.5e+07	7.7e+07	2.43e+08	930700000	7.6e+08	4.05e+08	8.7e+07	1.55e+08
P84085	0	0	0	8500000	3500000	7400000	6400000	0	4800000	0	0	0	0	0	0	0	0	0	0	0
P84098	0	0	2.7e+07	2.2e+07	8300000	1.6e+07	1.8e+07	0	2400000	8.5e+07	6e+07	10800000	1.33e+08	1.86e+08	529500000	5.32e+08	565500000	141860000	3.5e+07	30700000
P84103	0	0	0	0	0	0	3e+07	4200000	2.51e+08	1.5e+08	1.6e+08	2.5e+08	1149700000	3.438e+09	2336100000	1751100000	6.7e+08	494800000	164300000	240100000
P85037	0	0	0	0	0	0	0	0	0	0	0	4500000	4400000	0	0	9200000	4400000	7700000	0	0
P86700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3200000	0	0	0	0
P98155	0	0	22410000	1.5e+07	12200000	20900000	2200000	0	0	0	0	0	0	0	0	0	0	0	0	0
P98160	0	0	7100000	4900000	0	3100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P98175	0	0	0	0	0	0	0	0	0	0	0	7500000	4100000	45200000	3.3e+07	47800000	24100000	18700000	7e+06	9900000
P98179	0	0	0	0	0	0	0	0	18100000	5700000	0	0	3.9e+07	0	5.2e+07	2.49e+08	9.8e+07	3.2e+07	2.3e+07	11800000
P98194	0	0	0	6500000	0	9800000	0	22300000	4100000	0	0	0	0	0	0	0	0	0	0	0
Q00059	0	0	0	0	0	0	0	0	138400000	4.6e+07	2600000	8500000	0	0	0	0	0	0	0	0
Q00341	0	0	19200000	0	0	4e+06	2200000	8.2e+07	437800000	247200000	155400000	83900000	0	2.2e+07	25800000	88400000	80800000	105500000	26600000	42800000
Q00610	0	25350000	1726500000	1708960000	1260220000	3135980000	2.013e+09	4.869e+09	4225400000	2392900000	1954700000	1847300000	484200000	2156200000	3732600000	2976400000	4.994e+09	4.7e+09	2364800000	5.409e+09
Q00653	0	0	0	0	0	0	0	0	6900000	24300000	1.1e+07	0	0	9100000	2.5e+07	6e+06	6.9e+07	40100000	1.3e+07	37600000
Q00688	0	0	0	0	0	0	0	3700000	19200000	18300000	14100000	6500000	0	3200000	1.1e+07	1.7e+07	1.9e+07	5.6e+07	6e+06	1e+07
Q00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1e+07	0	8100000	1.2e+07
Q00839	0	0	4.2e+07	16700000	0	0	10900000	4.7e+07	769100000	388300000	442700000	699500000	2480600000	6390700000	6612900000	3633980000	2033100000	1587300000	686300000	1275300000
Q01081	0	0	0	0	0	0	0	0	4700000	3900000	6900000	1.6e+07	8.7e+07	118600000	2.43e+08	36900000	2.2e+07	0	0	25600000
Q01082	0	0	156380000	8.5e+07	16500000	109820000	162370000	1123050000	6180300000	3996670000	1346300000	725600000	216300000	227900000	76200000	52400000	58700000	54300000	42800000	66600000
